"API_WELLNO","WH_LONG83","WH_LAT83","CSDCODE","Cum Oil","Cum Gas","SizeCategory","PointSize","Predicted_Value"
"34019227370000",-81.097591,40.645412,"PNPL",156253,1565582,"Large",3,0.228380235722398
"34019227380000",-81.097586,40.645467,"PNPL",173635,1743910,"Large",3,0.228380235722398
"34019227390000",-81.09766,40.645388,"PNPL",152648,1804419,"Large",3,0.228380235722398
"34019227400000",-81.097659,40.645443,"PNPL",201538,1960301,"Large",3,0.228380235722398
"34019227410000",-81.097593,40.645305,"PNPL",188403,2264085,"Large",3,0.228380235722398
"34019227420000",-81.097592,40.645357,"PNPL",190884,2290362,"Large",3,0.228380235722398
"34019227430000",-81.097665,40.645334,"PNPL",150239,1786602,"Large",3,0.228380235722398
"34019227440000",-81.130965,40.464983,"PNPL",251519,2820392,"Large",3,1.39213803334081
"34019227450000",-81.131037,40.464989,"PNPL",246746,2307890,"Large",3,1.39213803334081
"34029216940100",-81.004272,40.84731,"PNPL",37377,418905,"Medium",2,1.18832132176393
"34029216960000",-80.891688,40.655139,"PNPL",323,4568570,"Small",1,1.20891806902249
"34029216970100",-81.014017,40.744588,"PNPL",43248,418319,"Medium",2,0.229184629777103
"34029217080000",-80.868247,40.738395,"PNPL",6011,3156222,"Medium",2,1.14414402172563
"34029217210100",-80.740475,40.87288,"PNPL",340,1248295,"Small",1,1.24111699073125
"34029217370000",-80.811564,40.847168,"PNPL",4580,1428207,"Small",1,0.434046598780703
"34029217430000",-80.830781,40.747427,"PNPL",132,4314753,"Small",1,1.1818778662111
"34029217470000",-80.77431,40.855405,"PNPL",2890,1144401,"Small",1,1.34168567030312
"34029217530000",-80.865772,40.717095,"PNPL",454,3702014,"Small",1,0.908425444378336
"34029217540000",-80.865774,40.717026,"PNPL",121,2874097,"Small",1,0.908425444378336
"34029217570000",-80.745269,40.860786,"PNPL",186,955179,"Small",1,1.17886175673504
"34029217590000",-80.820055,40.784964,"PNPL",1422,5021683,"Small",1,-0.00382332610557108
"34029217630100",-80.768267,40.832075,"PNPL",5,2569896,"Small",1,0.173660162485544
"34029217660000",-80.857512,40.761427,"PNPL",1013,4995257,"Small",1,0.626329038582918
"34029217670000",-80.875722,40.684157,"PNPL",143,4497447,"Small",1,0.571337135496995
"34029217730000",-80.902158,40.707809,"PNPL",3087,4331466,"Small",1,1.2099376265172
"34029217740000",-80.883839,40.672802,"PNPL",170,5736844,"Small",1,0.571337135496995
"34029217800000",-80.87572,40.684267,"PNPL",1767,5465294,"Small",1,0.571337135496995
"34029217930000",-80.857547,40.761477,"PNPL",3996,3445154,"Small",1,0.626329038582918
"34029217990000",-80.79576,40.891479,"PNPL",25174,1880486,"Medium",2,0.834891491806664
"34029218040100",-80.909967,40.792049,"PNPL",67705,2286219,"Large",3,0.622541588440072
"34029218050000",-80.902215,40.749015,"PNPL",20484,2292465,"Medium",2,0.0836750621491934
"34029218130000",-80.915212,40.685265,"PNPL",4822,3083360,"Small",1,0.773967320596521
"34029218140000",-80.915128,40.685126,"PNPL",1730,3510703,"Small",1,0.773967320596521
"34029218150000",-80.915218,40.685155,"PNPL",1255,3139286,"Small",1,0.773967320596521
"34029218160000",-80.915213,40.68521,"PNPL",10916,4195416,"Medium",2,0.773967320596521
"34029218180000",-80.887477,40.747178,"PNPL",22410,3095086,"Medium",2,0.968039826219144
"34029218200000",-80.891763,40.654998,"PNPL",17,4832809,"Small",1,1.20891806902249
"34029218220000",-80.960904,40.73947,"PNPL",35893,837202,"Medium",2,1.12654476932246
"34029218230000",-80.9022,40.748905,"PNPL",8113,4520486,"Medium",2,0.0836750621491934
"34029218240000",-80.88738,40.747163,"PNPL",3905,3122390,"Small",1,0.968039826219144
"34029218380000",-80.915122,40.685236,"PNPL",3863,2407829,"Small",1,0.773967320596521
"34029218390000",-80.915127,40.685181,"PNPL",5096,4507381,"Small",1,0.773967320596521
"34029218440000",-80.872497,40.82175,"PNPL",86334,3485816,"Large",3,0.613778922046736
"34029218460000",-80.872407,40.821721,"PNPL",23775,3565704,"Medium",2,0.613778922046736
"34029218470000",-80.940413,40.745444,"PNPL",93872,6369053,"Large",3,0.416417503644755
"34029218760000",-80.882423,40.656478,"PNPL",188,9201334,"Small",1,1.20891806902249
"34029218770000",-80.882385,40.656277,"PNPL",297,6462095,"Small",1,1.20891806902249
"34029218780000",-80.891798,40.655069,"PNPL",59,4997627,"Small",1,1.20891806902249
"34029218790000",-80.891712,40.655035,"PNPL",38,4778789,"Small",1,1.20891806902249
"34029218950000",-80.882388,40.65643,"PNPL",330,7353071,"Small",1,1.20891806902249
"34029218960000",-80.882353,40.656383,"PNPL",65,7074234,"Small",1,1.20891806902249
"34059241900100",-81.683889,39.872048,"PNPL",26749,548402,"Medium",2,0.620315740841959
"34059242000000",-81.684073,39.872126,"PNPL",41495,787517,"Medium",2,0.620315740841959
"34059242060100",-81.370555,40.110854,"PNPL",118580,598864,"Large",3,0.488088859137299
"34059242110100",-81.436816,39.99826,"PNPL",55222,262410,"Medium",2,-0.44514460398919
"34059242190100",-81.464943,40.011896,"PNPL",42891,34571,"Medium",2,-0.44514460398919
"34059242200000",-81.305154,40.144627,"PNPL",226295,1534398,"Large",3,0.395335144802352
"34059242210000",-81.266777,40.057941,"PNPL",89534,1824829,"Large",3,1.29775537910634
"34059242230000",-81.310928,40.128555,"PNPL",243695,1484915,"Large",3,0.395335144802352
"34059242240000",-81.38647,39.988901,"PNPL",114085,654408,"Large",3,-0.278609533677532
"34059242300100",-81.652817,39.901475,"PNPL",34290,444846,"Medium",2,0.358400225819363
"34059242340000",-81.266701,40.057965,"PNPL",70571,1459812,"Large",3,1.29775537910634
"34059242430000",-81.434557,39.951192,"PNPL",140584,744032,"Large",3,0.166207789623449
"34059242500000",-81.26663,40.057992,"PNPL",92802,1930266,"Large",3,1.29775537910634
"34059242520100",-81.269331,39.974852,"PNPL",30604,2683260,"Medium",2,0.719362080079038
"34059242530000",-81.269119,39.974888,"PNPL",47069,3466960,"Medium",2,0.719362080079038
"34059242550000",-81.269272,39.975109,"PNPL",32062,2379913,"Medium",2,0.719362080079038
"34059242560000",-81.269173,39.974881,"PNPL",35015,2557483,"Medium",2,0.719362080079038
"34059242730100",-81.397069,39.956013,"PNPL",219749,1219643,"Large",3,0.535874257897405
"34059242760100",-81.625687,39.922231,"PNPL",62297,553112,"Large",3,-0.341878834868299
"34059242900000",-81.310927,40.128637,"PNPL",347379,1903451,"Large",3,0.395335144802352
"34059242910100",-81.310928,40.128596,"PNPL",349806,2060971,"Large",3,0.395335144802352
"34059242960000",-81.278839,40.031111,"PNPL",76396,2952576,"Large",3,1.01150886717894
"34059242970000",-81.278731,40.031184,"PNPL",75943,2425569,"Large",3,1.01150886717894
"34059243010000",-81.305286,40.144697,"PNPL",292211,1958747,"Large",3,0.395335144802352
"34059243020000",-81.305243,40.144675,"PNPL",226367,1631530,"Large",3,0.395335144802352
"34059243030000",-81.305197,40.14465,"PNPL",241457,1710435,"Large",3,0.395335144802352
"34059243060000",-81.313455,40.011112,"PNPL",132334,2051457,"Large",3,1.05438727644392
"34059243070000",-81.313594,40.011144,"PNPL",136869,2138055,"Large",3,1.05438727644392
"34059243080000",-81.313388,40.011098,"PNPL",89911,1258219,"Large",3,1.05438727644392
"34059243090000",-81.313523,40.011129,"PNPL",148570,2203555,"Large",3,1.05438727644392
"34059243100100",-81.625527,39.922227,"PNPL",63100,592958,"Large",3,-0.341878834868299
"34059243130100",-81.413374,40.182416,"PNPL",165052,1211136,"Large",3,0.629353069413018
"34059243160000",-81.289698,40.025461,"PNPL",159434,3844295,"Large",3,1.05438727644392
"34059243170000",-81.28967,40.025425,"PNPL",119066,2722243,"Large",3,1.05438727644392
"34059243190000",-81.289615,40.025353,"PNPL",76435,2270654,"Large",3,1.05438727644392
"34059243250000",-81.331913,39.997397,"PNPL",217661,2421185,"Large",3,-0.299756933420145
"34059243260000",-81.331912,39.997452,"PNPL",151010,2012979,"Large",3,-0.299756933420145
"34059243270000",-81.33191,39.997562,"PNPL",170445,2293363,"Large",3,-0.299756933420145
"34059243280000",-81.331911,39.997507,"PNPL",151921,2005560,"Large",3,-0.299756933420145
"34059243300000",-81.31862,39.98164,"PNPL",141786,2746113,"Large",3,0.0989625416585874
"34059243310100",-81.318621,39.981585,"PNPL",140547,2796892,"Large",3,0.0989625416585874
"34059243340000",-81.411393,40.005107,"PNPL",388309,1621552,"Large",3,0.180472545606687
"34059243350000",-81.411342,40.005145,"PNPL",402577,1973512,"Large",3,0.180472545606687
"34059243360000",-81.420303,39.978288,"PNPL",156551,774394,"Large",3,0.0973908769436179
"34059243370000",-81.420249,39.978287,"PNPL",174042,1047059,"Large",3,0.0973908769436179
"34059243380000",-81.420196,39.978287,"PNPL",142033,973811,"Large",3,0.0973908769436179
"34059243390000",-81.420142,39.978287,"PNPL",233928,1379891,"Large",3,0.0973908769436179
"34059243410000",-81.345721,40.127584,"PNPL",331407,1514582,"Large",3,0.9296148269708
"34059243420000",-81.318618,39.98153,"PNPL",212600,3585964,"Large",3,0.0989625416585874
"34059243430000",-81.318623,39.981695,"PNPL",183090,3276306,"Large",3,0.0989625416585874
"34059243440000",-81.29621,40.127834,"PNPL",391488,2801959,"Large",3,0.395335144802352
"34059243450000",-81.257881,40.036217,"PNPL",56828,3433630,"Medium",2,1.01150886717894
"34059243460100",-81.297368,40.148457,"PNPL",275683,1835782,"Large",3,0.231310193869489
"34059243470000",-81.333261,40.008475,"PNPL",352702,2849622,"Large",3,-0.299756933420145
"34059243480100",-81.333287,40.008423,"PNPL",272576,2390365,"Large",3,-0.299756933420145
"34059243490000",-81.333313,40.008373,"PNPL",348344,2448473,"Large",3,-0.299756933420145
"34059243510000",-81.259993,39.991759,"PNPL",32010,2161488,"Medium",2,0.719362080079038
"34059243520000",-81.26003,39.991729,"PNPL",37644,2156418,"Medium",2,0.719362080079038
"34059243530000",-81.260062,39.991696,"PNPL",54979,2818554,"Medium",2,0.719362080079038
"34059243540000",-81.260095,39.991664,"PNPL",55650,2790426,"Medium",2,0.719362080079038
"34059243550000",-81.260131,39.991634,"PNPL",44377,2509487,"Medium",2,0.719362080079038
"34059243560000",-81.260164,39.991601,"PNPL",58298,3760909,"Medium",2,0.719362080079038
"34059243580000",-81.315112,40.03391,"PNPL",165626,1510344,"Large",3,-0.372521843401538
"34059243590000",-81.315183,40.03391,"PNPL",279212,1990500,"Large",3,-0.372521843401538
"34059243620000",-81.315326,40.033912,"PNPL",155529,2157769,"Large",3,-0.372521843401538
"34059243630000",-81.315255,40.033911,"PNPL",199369,3164025,"Large",3,-0.372521843401538
"34059243640000",-81.315398,40.033912,"PNPL",234654,2652692,"Large",3,-0.372521843401538
"34059243650000",-81.338502,39.99508,"PNPL",202594,2351619,"Large",3,0.0989625416585874
"34059243660000",-81.338606,39.995007,"PNPL",238147,1974820,"Large",3,0.0989625416585874
"34059243670000",-81.338556,39.995047,"PNPL",178948,1907719,"Large",3,0.0989625416585874
"34059243680000",-81.311807,40.166138,"PNPL",253922,1778500,"Large",3,0.231310193869489
"34059243690000",-81.34581,40.12761,"PNPL",413093,1946198,"Large",3,0.9296148269708
"34059243700000",-81.345768,40.127541,"PNPL",370798,1808885,"Large",3,0.9296148269708
"34059243720000",-81.23502,40.039281,"PNPL",89752,2364191,"Large",3,-0.206116605480061
"34059243730000",-81.234988,40.039232,"PNPL",91000,2291462,"Large",3,-0.206116605480061
"34059243740000",-81.235055,40.039328,"PNPL",96570,1915212,"Large",3,-0.206116605480061
"34059243750000",-81.235117,40.039428,"PNPL",125640,2803494,"Large",3,-0.206116605480061
"34059243760000",-81.235086,40.039378,"PNPL",108399,2502487,"Large",3,-0.206116605480061
"34059243770000",-81.327676,40.134301,"PNPL",362954,1648836,"Large",3,0.9296148269708
"34059243780000",-81.297342,40.14835,"PNPL",284883,1950919,"Large",3,0.231310193869489
"34059243790000",-81.297355,40.148405,"PNPL",231245,1875794,"Large",3,0.231310193869489
"34059243800000",-81.278561,40.053203,"PNPL",150022,4530061,"Large",3,1.01150886717894
"34059243810000",-81.278587,40.053368,"PNPL",122777,3579599,"Large",3,1.01150886717894
"34059243820000",-81.278577,40.053313,"PNPL",149512,4183036,"Large",3,1.01150886717894
"34059243840000",-81.264804,40.053978,"PNPL",95821,2575829,"Large",3,1.01150886717894
"34059243860000",-81.311868,40.16616,"PNPL",330602,2035052,"Large",3,0.231310193869489
"34059243870000",-81.264881,40.054072,"PNPL",99007,2265940,"Large",3,1.01150886717894
"34059243880100",-81.264769,40.053937,"PNPL",105869,2591591,"Large",3,1.01150886717894
"34059243890000",-81.264842,40.054025,"PNPL",95797,2390841,"Large",3,1.01150886717894
"34059243900000",-81.380984,40.043618,"PNPL",173223,696701,"Large",3,0.254884845521352
"34059243910000",-81.296223,40.127886,"PNPL",400845,2337114,"Large",3,0.395335144802352
"34059243920000",-81.2962,40.127779,"PNPL",458324,3159036,"Large",3,0.395335144802352
"34059243930000",-81.278567,40.053255,"PNPL",130740,3727347,"Large",3,1.01150886717894
"34059243940000",-81.381038,40.043608,"PNPL",202235,1189934,"Large",3,0.254884845521352
"34059243950000",-81.381088,40.0436,"PNPL",229557,1328919,"Large",3,0.254884845521352
"34059243960000",-81.381142,40.043592,"PNPL",229585,1200061,"Large",3,0.254884845521352
"34059244050000",-81.327473,40.134253,"PNPL",332629,1840841,"Large",3,0.9296148269708
"34059244060000",-81.32754,40.13427,"PNPL",273622,1610853,"Large",3,0.9296148269708
"34059244080000",-81.264964,40.084678,"PNPL",160619,2068294,"Large",3,1.29775537910634
"34059244090000",-81.264845,40.08474,"PNPL",169199,2334988,"Large",3,1.29775537910634
"34059244100000",-81.264788,40.084772,"PNPL",174147,2696703,"Large",3,1.29775537910634
"34059244110000",-81.26473,40.084802,"PNPL",256708,3194790,"Large",3,1.29775537910634
"34059244120000",-81.264903,40.084708,"PNPL",157443,2331881,"Large",3,1.29775537910634
"34059244130000",-81.267105,40.03165,"PNPL",57950,2466735,"Medium",2,1.01150886717894
"34059244140000",-81.346418,40.028593,"PNPL",351667,2890767,"Large",3,0.420059379815523
"34059244190000",-81.377496,39.954781,"PNPL",369069,2368103,"Large",3,0.535874257897405
"34059244200000",-81.377511,39.954743,"PNPL",278752,1855878,"Large",3,0.535874257897405
"34059244230000",-81.35197,39.990921,"PNPL",252377,2801579,"Large",3,-0.524327196554909
"34059244240000",-81.351924,39.99088,"PNPL",767485,4225641,"Large",3,-0.524327196554909
"34059244250000",-81.352016,39.990966,"PNPL",836756,3939966,"Large",3,-0.524327196554909
"34059244260000",-81.257923,40.036264,"PNPL",52725,3417031,"Medium",2,1.01150886717894
"34059244270000",-81.257839,40.036173,"PNPL",69255,4123473,"Large",3,1.01150886717894
"34059244280000",-81.252805,40.124603,"PNPL",299343,2695956,"Large",3,0.092461720870861
"34059244290000",-81.252753,40.12454,"PNPL",207719,2307015,"Large",3,0.092461720870861
"34059244310000",-81.252672,40.124632,"PNPL",233752,2970333,"Large",3,0.092461720870861
"34059244320000",-81.252765,40.124647,"PNPL",177572,2334095,"Large",3,0.092461720870861
"34059244330000",-81.252713,40.124586,"PNPL",182419,2108978,"Large",3,0.092461720870861
"34059244350000",-81.352877,40.020459,"PNPL",356929,2090349,"Large",3,-0.464171027981893
"34059244370000",-81.352915,40.020567,"PNPL",354975,1891431,"Large",3,-0.464171027981893
"34059244380000",-81.313662,40.011158,"PNPL",118962,1517541,"Large",3,1.05438727644392
"34059244400000",-81.326554,40.169456,"PNPL",339026,1516035,"Large",3,0.532992097737883
"34059244410000",-81.326575,40.169478,"PNPL",338754,1690900,"Large",3,0.532992097737883
"34059244420000",-81.326619,40.169451,"PNPL",297089,1509050,"Large",3,0.532992097737883
"34059244440000",-81.326662,40.16943,"PNPL",322108,1513834,"Large",3,0.532992097737883
"34059244460000",-81.267034,40.031649,"PNPL",48907,2844485,"Medium",2,1.01150886717894
"34059244470000",-81.257961,40.036308,"PNPL",47466,2678731,"Medium",2,1.01150886717894
"34059244480000",-81.267176,40.031651,"PNPL",83709,3532913,"Large",3,1.01150886717894
"34059244490000",-81.313585,40.011069,"PNPL",127536,2724684,"Large",3,1.05438727644392
"34059244500000",-81.313517,40.011055,"PNPL",96964,2161653,"Large",3,1.05438727644392
"34059244510000",-81.313446,40.011038,"PNPL",135151,2676317,"Large",3,1.05438727644392
"34059244650000",-81.260458,40.089858,"PNPL",215915,1931460,"Large",3,1.03142364277876
"34059244660000",-81.260558,40.089826,"PNPL",189712,2596492,"Large",3,1.03142364277876
"34059244670000",-81.435298,40.032264,"PNPL",271715,1242147,"Large",3,-0.39164791781967
"34059244680000",-81.435277,40.032211,"PNPL",294062,1474153,"Large",3,-0.39164791781967
"34059244690000",-81.435257,40.032159,"PNPL",254207,1118054,"Large",3,-0.39164791781967
"34059244740000",-81.260581,40.089771,"PNPL",210047,2756798,"Large",3,1.03142364277876
"34059244810000",-81.389089,40.005716,"PNPL",368430,2199049,"Large",3,-0.217813503358949
"34059244820000",-81.260255,40.111563,"PNPL",266604,2330380,"Large",3,1.03142364277876
"34059244880000",-81.331593,39.997507,"PNPL",879078,5377397,"Large",3,-0.299756933420145
"34059244900000",-81.260435,40.08991,"PNPL",284547,2518997,"Large",3,1.03142364277876
"34059244920000",-81.260514,40.08993,"PNPL",235401,1978588,"Large",3,1.03142364277876
"34059244930000",-81.260536,40.089878,"PNPL",236964,2861976,"Large",3,1.03142364277876
"34059244940000",-81.338393,39.995175,"PNPL",680134,4565815,"Large",3,0.0989625416585874
"34059244950000",-81.338296,39.99519,"PNPL",810383,4289636,"Large",3,0.0989625416585874
"34059244960000",-81.338492,39.995041,"PNPL",398637,2812831,"Large",3,0.0989625416585874
"34059244970000",-81.338412,39.995104,"PNPL",343120,2813472,"Large",3,0.0989625416585874
"34059244980000",-81.333378,40.008327,"PNPL",391250,6446369,"Large",3,-0.299756933420145
"34059244990000",-81.333444,40.008216,"PNPL",350492,5424751,"Large",3,-0.299756933420145
"34059245020000",-81.338827,40.086131,"PNPL",326036,3197762,"Large",3,1.37125890193297
"34059245040000",-81.338774,40.086095,"PNPL",282926,2749400,"Large",3,1.37125890193297
"34059245050000",-81.338672,40.08602,"PNPL",353570,2964608,"Large",3,1.37125890193297
"34059245060000",-81.333379,40.008262,"PNPL",345023,5485784,"Large",3,-0.299756933420145
"34059245070000",-81.292322,40.093388,"PNPL",443971,2495468,"Large",3,1.06140625990801
"34059245090000",-81.292179,40.093389,"PNPL",303565,2062848,"Large",3,1.06140625990801
"34059245100000",-81.292108,40.093388,"PNPL",367964,2310588,"Large",3,1.06140625990801
"34059245110000",-81.292036,40.09339,"PNPL",599045,3336218,"Large",3,1.06140625990801
"34059245120000",-81.281775,39.981096,"PNPL",508966,7453848,"Large",3,0.719362080079038
"34059245130000",-81.281826,39.981047,"PNPL",513856,7759808,"Large",3,0.719362080079038
"34059245140000",-81.281876,39.980998,"PNPL",289811,5475375,"Large",3,0.719362080079038
"34059245150000",-81.281927,39.980952,"PNPL",368009,6674842,"Large",3,0.719362080079038
"34059245160000",-81.347052,39.994535,"PNPL",791535,4422608,"Large",3,-0.524327196554909
"34059245180000",-81.346892,39.994534,"PNPL",330087,2094311,"Large",3,-0.524327196554909
"34059245200000",-81.348211,39.978074,"PNPL",851252,5411469,"Large",3,-0.524327196554909
"34059245210000",-81.348282,39.9781,"PNPL",782125,4662562,"Large",3,-0.524327196554909
"34059245280000",-81.28453,40.094227,"PNPL",433415,2892810,"Large",3,1.03142364277876
"34059245290000",-81.284462,40.094207,"PNPL",508680,2873854,"Large",3,1.03142364277876
"34067210620100",-81.077663,40.172882,"PNPL",39702,5581054,"Medium",2,-0.121200076830658
"34067210670000",-81.01948,40.350538,"PNPL",16001,13047478,"Medium",2,1.12714454164721
"34067210700000",-81.108011,40.353765,"PNPL",122656,1381642,"Large",3,-0.219297187500476
"34067210710100",-81.200621,40.215734,"PNPL",80698,1312035,"Large",3,0.267330591524946
"34067210720100",-81.167571,40.185432,"PNPL",64897,2061882,"Large",3,0.787664264006347
"34067210780100",-81.226868,40.173467,"PNPL",34818,726006,"Medium",2,1.17583658259949
"34067210790100",-81.034641,40.406375,"PNPL",33377,1787682,"Medium",2,1.14691425263279
"34067210800000",-80.896274,40.408293,"PNPL",91,2729167,"Small",1,1.42199800811762
"34067210820100",-81.064302,40.281176,"PNPL",55466,2919378,"Medium",2,1.32065467327627
"34067210860000",-81.108012,40.35371,"PNPL",114325,1482457,"Large",3,-0.219297187500476
"34067210880000",-81.302317,40.246558,"PNPL",88076,619745,"Large",3,1.1656201713273
"34067210890100",-81.28032,40.288542,"PNPL",115731,935775,"Large",3,1.43580740271364
"34067210900000",-81.28023,40.288591,"PNPL",124607,962946,"Large",3,1.43580740271364
"34067210910100",-81.128478,40.402656,"PNPL",84257,556610,"Large",3,1.27936841588384
"34067210920000",-81.079536,40.350613,"PNPL",109358,4165632,"Large",3,0.401833443085747
"34067210960000",-81.214505,40.258313,"PNPL",269729,1520823,"Large",3,0.155638027814652
"34067210970000",-81.21446,40.258389,"PNPL",132057,1043072,"Large",3,0.155638027814652
"34067210980000",-81.128766,40.402659,"PNPL",115421,607332,"Large",3,1.27936841588384
"34067210990000",-81.12869,40.402658,"PNPL",52184,350466,"Medium",2,1.27936841588384
"34067211000000",-81.128618,40.402655,"PNPL",80543,534296,"Large",3,1.27936841588384
"34067211010000",-81.12855,40.402656,"PNPL",124142,809565,"Large",3,1.27936841588384
"34067211020000",-81.107938,40.353791,"PNPL",103316,1332673,"Large",3,-0.219297187500476
"34067211030000",-81.10794,40.353736,"PNPL",90395,1114551,"Large",3,-0.219297187500476
"34067211060000",-81.214438,40.258425,"PNPL",137953,1064867,"Large",3,0.155638027814652
"34067211080000",-81.0523,40.417766,"PNPL",57248,3033403,"Medium",2,1.30619916063322
"34067211090000",-81.079649,40.350664,"PNPL",64950,1498845,"Large",3,0.401833443085747
"34067211100000",-81.079618,40.350614,"PNPL",66230,1523831,"Large",3,0.401833443085747
"34067211110000",-81.107941,40.353681,"PNPL",100810,1301698,"Large",3,-0.219297187500476
"34067211120000",-81.108013,40.353655,"PNPL",111899,1460251,"Large",3,-0.219297187500476
"34067211130000",-81.167603,40.185465,"PNPL",72680,1623363,"Large",3,0.787664264006347
"34067211140000",-81.061251,40.196202,"PNPL",36303,6076025,"Medium",2,0.0504039572170712
"34067211150000",-81.200609,40.215775,"PNPL",104070,1146555,"Large",3,0.267330591524946
"34067211160000",-81.079587,40.350565,"PNPL",71749,1747915,"Large",3,0.401833443085747
"34067211170000",-81.302336,40.24649,"PNPL",58385,463906,"Medium",2,1.1656201713273
"34067211180000",-81.204525,40.18576,"PNPL",115083,1729396,"Large",3,0.199836706507411
"34067211190000",-81.012648,40.378696,"PNPL",7715,2598796,"Medium",2,1.15149897793111
"34067211200000",-81.012606,40.378651,"PNPL",8177,3238938,"Medium",2,1.15149897793111
"34067211210000",-81.169709,40.344608,"PNPL",140529,906512,"Large",3,1.32815575231838
"34067211220000",-81.169656,40.344571,"PNPL",149477,958745,"Large",3,1.32815575231838
"34067211250000",-81.200632,40.215693,"PNPL",177735,1983516,"Large",3,0.267330591524946
"34067211260000",-81.077664,40.172841,"PNPL",9581,5347084,"Medium",2,-0.121200076830658
"34067211270000",-81.077666,40.172923,"PNPL",16040,5770095,"Medium",2,-0.121200076830658
"34067211290000",-81.041236,40.35069,"PNPL",48335,4301340,"Medium",2,1.12714454164721
"34067211300000",-81.041198,40.350621,"PNPL",55454,5566346,"Medium",2,1.12714454164721
"34067211310000",-81.041185,40.350727,"PNPL",59247,4025822,"Medium",2,1.12714454164721
"34067211320000",-81.041147,40.350658,"PNPL",45011,6279245,"Medium",2,1.12714454164721
"34067211330000",-81.041096,40.350696,"PNPL",19252,4570083,"Medium",2,1.12714454164721
"34067211340000",-81.041287,40.350649,"PNPL",90616,6735342,"Large",3,1.12714454164721
"34067211350000",-81.060505,40.196424,"PNPL",39982,7522045,"Medium",2,0.0504039572170712
"34067211360000",-81.167536,40.185399,"PNPL",101307,2309948,"Large",3,0.787664264006347
"34067211390000",-81.226896,40.173514,"PNPL",55588,976377,"Medium",2,1.17583658259949
"34067211400000",-81.200594,40.215827,"PNPL",145117,1599258,"Large",3,0.267330591524946
"34067211410000",-81.226834,40.173415,"PNPL",80987,1536573,"Large",3,1.17583658259949
"34067211420000",-81.024483,40.414738,"PNPL",21873,3482808,"Medium",2,1.14691425263279
"34067211430000",-81.02439,40.414874,"PNPL",77309,5649562,"Large",3,1.14691425263279
"34067211440000",-81.024482,40.414793,"PNPL",33446,4878470,"Medium",2,1.14691425263279
"34067211450000",-81.02448,40.414848,"PNPL",78191,4862353,"Large",3,1.14691425263279
"34067211480000",-81.012738,40.378669,"PNPL",12953,3316078,"Medium",2,1.15149897793111
"34067211510000",-80.901618,40.363522,"PNPL",92,6204664,"Small",1,0.750079541938436
"34067211520000",-80.901746,40.363403,"PNPL",84,2783214,"Small",1,0.750079541938436
"34067211550000",-81.186353,40.190652,"PNPL",124260,2378668,"Large",3,0.787664264006347
"34067211560000",-81.18631,40.190677,"PNPL",79585,2303143,"Large",3,0.787664264006347
"34067211570000",-81.186266,40.190701,"PNPL",74233,1970182,"Large",3,0.787664264006347
"34067211580000",-81.302319,40.246622,"PNPL",99313,890129,"Large",3,1.1656201713273
"34067211590000",-81.226917,40.173553,"PNPL",35236,923192,"Medium",2,1.17583658259949
"34067211610100",-81.26234,40.387724,"PNPL",79483,616571,"Large",3,1.06637534593223
"34067211620000",-81.073399,40.178517,"PNPL",14054,4127986,"Medium",2,0.0504039572170712
"34067211630000",-81.073411,40.178476,"PNPL",17315,4760079,"Medium",2,0.0504039572170712
"34067211640000",-81.073387,40.178558,"PNPL",12393,4684950,"Medium",2,0.0504039572170712
"34067211720000",-81.103011,40.387555,"PNPL",157546,2081782,"Large",3,0.294107765175752
"34067211730000",-81.103075,40.387581,"PNPL",170010,1880761,"Large",3,0.294107765175752
"34067211740000",-81.128603,40.382631,"PNPL",88126,792843,"Large",3,0.855154235372472
"34067211750000",-81.128587,40.382559,"PNPL",111264,1201083,"Large",3,0.855154235372472
"34067211760000",-81.128443,40.382538,"PNPL",113431,1338950,"Large",3,0.855154235372472
"34067211770000",-81.128515,40.382547,"PNPL",101237,1194891,"Large",3,0.855154235372472
"34067211780000",-81.128464,40.38261,"PNPL",148235,1457449,"Large",3,0.855154235372472
"34067211790000",-81.128535,40.382622,"PNPL",113707,1049800,"Large",3,0.855154235372472
"34067211800000",-81.128392,40.382601,"PNPL",179421,1678634,"Large",3,0.855154235372472
"34067211810000",-81.102947,40.387532,"PNPL",154255,2001504,"Large",3,0.294107765175752
"34067211820000",-81.038214,40.227298,"PNPL",32942,8500319,"Medium",2,1.02699963637653
"34067211830000",-81.16274,40.203296,"PNPL",106453,3250985,"Large",3,0.86287263324219
"34067211850000",-81.239654,40.174848,"PNPL",100640,1805395,"Large",3,1.17583658259949
"34067211860000",-81.2397,40.17487,"PNPL",96142,1257218,"Large",3,1.17583658259949
"34067211870000",-81.239743,40.174892,"PNPL",87027,1674904,"Large",3,1.17583658259949
"34067211880000",-81.10206,40.360151,"PNPL",112381,1686684,"Large",3,0.823141063356556
"34067211890000",-81.102062,40.360206,"PNPL",109705,1824398,"Large",3,0.823141063356556
"34067211900000",-81.102144,40.360065,"PNPL",143022,2033404,"Large",3,0.823141063356556
"34067211910000",-81.102147,40.36012,"PNPL",93517,2148569,"Large",3,0.823141063356556
"34067211920000",-81.102149,40.360174,"PNPL",99733,2081561,"Large",3,0.823141063356556
"34067211930000",-81.102058,40.360096,"PNPL",117627,1673335,"Large",3,0.823141063356556
